user_id,profile_completeness_score,total_likes_received,total_replies_received,avg_tweets_per_day,avg_tweet_text_length,follower_following_ratio,split,label
2664730894,4,239.0,88.0,0.3555160142348754,75.92292292292292,0.1128440366972477,train,human
1089159225148882949,4,1469.0,99.0,0.2261174408413672,138.2751937984496,0.6065857885615251,train,human
36741729,4,0.0,0.0,0.0,0.0,0.8080808080808081,train,bot
1679822588,3,302629.0,16313.0,0.3179929689996804,101.00301507537688,813.1535836177475,train,bot
1519144464,4,657.0,63.0,0.2446741854636591,75.87451984635084,0.579136690647482,train,human
15211869,5,2657.0,564.0,0.2405189620758483,136.2273858921162,4.754847645429363,train,human
1309034737756000256,3,179.0,13.0,0.0504672897196261,83.48148148148148,0.9313304721030042,train,human
848975226,3,70.0,23.0,0.1783955980306979,118.375,0.3311688311688311,train,human
1109809482656149504,3,18134.0,937.0,0.7066420664206642,56.94647519582245,31.732824427480917,train,human
138814032,5,11026341.0,831861.0,0.233502538071066,183.8498023715415,24872.406639004148,train,human
457554412,5,7220839.0,139432.0,0.2687651331719128,95.8198198198198,6131.202764976959,train,human
17899123,4,0.0,0.0,0.0,0.0,1.7303030303030302,train,human
1467973039883182090,3,1539.0,432.0,4.791666666666667,36.58695652173913,0.931872037914692,train,human
234059290,4,3155.0,447.0,0.3270501835985312,104.93637724550898,0.9905043258071324,train,human
779266494270173187,3,11.0,47.0,0.096192384769539,120.96875,0.1019108280254777,train,human
284870222,4,39977.0,1311.0,0.2972361809045226,176.2696534234996,4.422180801491146,train,human
912974971370115072,5,4995.0,192.0,0.6576521204671174,177.9,2.48019801980198,train,human
1322906536029626368,3,35.0,2.0,0.0302419354838709,102.33333333333331,0.0285528877352368,train,human
83389771,4,45913.0,1863.0,0.2334363957597173,116.30558183538317,80.1280193236715,train,human
129211757,4,343.0,251.0,0.2277000687915615,58.94259818731118,1.084931506849315,train,human
765845,5,1718.0,103.0,0.1851851851851851,226.5941176470588,126.715374841169,train,human
804075344,4,1875.0,394.0,0.3472382048331415,104.10356255178128,1.4340343601895735,train,human
14788268,4,2344.0,456.0,0.2075658546246781,116.32251908396948,3.171928120446819,train,human
2496941382,4,33706.0,1056.0,0.3712386284114765,97.0311027332705,1.105065048969449,train,human
21920591,4,174.0,56.0,0.2093218559731262,76.19658976930792,0.2728503723764387,train,human
213809534,4,0.0,0.0,0.0127988408596957,96.1509433962264,0.9938271604938272,train,human
2196860159,4,855.0,290.0,0.3530383091149273,57.824134705332085,0.4062690820272746,train,human
1213172638790512642,4,1959.0,552.0,1.2490613266583228,55.05911823647295,1.0405616224648986,train,human
10129132,3,6.0,1.0,0.0179526355996944,112.6063829787234,0.0699481865284974,train,human
864305332075364352,3,31.0,4.0,0.6657207718501703,73.56436487638534,0.2148760330578512,train,bot
1141322718559666176,3,9.0,2.0,0.0391173520561685,104.74358974358974,0.5,train,human
29458079,5,2348486.0,289810.0,0.2128335451080051,161.5960199004975,5020.343621399177,train,human
3304925983,5,1399625.0,21986.0,0.3227009113504557,98.18870346598204,3314.9471365638765,train,human
229389391,3,175783.0,11539.0,0.2725054891436936,110.37511190689348,159.7631954350927,train,human
1475101296520830982,3,12.0,2.0,1.763157894736842,123.98507462686568,0.0689655172413793,train,human
1459787141928660998,4,27.0,0.0,1.6974789915966386,98.009900990099,0.0420888542478565,train,human
871016931213619200,3,2274.0,97.0,0.355134825014343,161.33764135702745,1.3057166528583264,train,human
771758047412748288,3,1358.0,93.0,0.0470996529499256,67.54736842105264,9.148698884758364,train,human
933227158398386182,4,47.0,9.0,0.1297709923664122,129.38235294117646,0.0893782383419689,train,human
49009937,4,806.0,172.0,0.2487091222030981,111.07352941176472,0.964248159831756,train,human
196278935,4,6601.0,491.0,0.2581879034185991,124.57407407407408,9.093172690763051,train,human
731478516181565440,4,3293.0,61.0,0.5582706766917294,129.39478114478115,1.098005203816132,train,human
383950602,4,543.0,290.0,0.2608809648662821,92.7859296482412,2.026812313803376,train,human
13439042,4,0.0,0.0,0.0,0.0,0.4908034849951597,train,human
1009495181882773506,4,1838.0,32.0,0.0720058780308596,233.77551020408163,1.473941368078176,train,human
542721191,4,22195.0,1157.0,0.276431718061674,131.85458167330677,131.425,train,human
820367095120547841,4,2596.0,117.0,0.5661178969729156,131.90525328330207,12.46551724137931,train,human
1074322006445883392,3,4688.0,673.0,0.8121827411167513,63.311458333333334,7.452674897119341,train,human
73125667,4,1413.0,40.0,0.221419185282523,156.53313550939663,8.627737226277372,train,human
374208504,4,4658.0,159.0,0.1472200469851213,173.24290780141845,9.390134529147982,train,human
1162025098230095872,3,1.0,4.0,0.2414893617021276,110.56387665198238,0.0551075268817204,train,human
98804784,4,5.0,13.0,0.1913511091194264,111.42271662763466,0.0540702913787924,train,human
224965117,4,4252.0,815.0,0.3046228710462287,131.7531948881789,4.473229132025274,train,human
1290233331683008512,3,13.0,0.0,0.0529010238907849,78.54838709677419,0.0166666666666666,train,human
20813318,4,2439.0,77.0,0.2385340314136125,210.12818261633012,12.952014486192848,train,human
859714501331038208,4,5723.0,759.0,0.6381059751972943,67.65371024734982,1.154481924472517,train,human
1009804608540200960,4,888.0,150.0,0.2095588235294117,110.33684210526316,0.5504885993485342,train,human
280747022,4,996.0,216.0,0.2454864593781344,84.8508682328907,4.15695067264574,train,human
1320503149816328192,3,144796.0,7574.0,2.0675944333996026,154.30096153846154,83.796992481203,train,human
1192861100804575234,4,522986.0,8112.0,1.4385964912280702,78.43170731707318,1.1034898750538562,train,human
241877255,3,564.0,251.0,0.2424987702902115,88.10446247464503,1.4606356085229324,train,human
58880930,4,450.0,77.0,0.2159410872861165,127.46339017051152,1.1395793499043978,train,human
1353063402160099335,3,2601.0,418.0,3.016949152542373,139.7784911717496,0.6612981942410933,train,human
15918780,4,93209.0,2617.0,0.2096122778675282,120.80250481695568,39.70066730219256,train,human
256644046,4,2577.0,419.0,0.2483271375464684,105.01996007984032,1.399878640776699,train,human
1116393937449697280,4,991.0,119.0,0.9409005628517824,130.4775672981057,0.4916201117318435,train,human
1076116243265060864,4,82.0,9.0,0.0679694137638062,129.65,0.2023864157870583,train,human
22396466,4,21678.0,2366.0,0.2359739441059046,172.11041852181657,36.09322033898305,train,human
